pink,pra_duration,emo_pic,duration,starduration,posx,posy,pra_trials.thisRepN,pra_trials.thisTrialN,pra_trials.thisN,pra_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textreproductionstart.started,scale.started,key_next.started,scale.response,scale.rt,key_next.keys,key_next.rt,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,textblank1000.stopped,image.started,image.stopped,textrest.started,textready.started,sound_2.started,textrest.stopped,textready.stopped,start_2.started,start_3.started,start_3.keys,start_3.rt,emopic.started,redstar.started,emopic.stopped,redstar.stopped,textEndMessage.started,keyEnd.started,textEndMessage.stopped,keyEnd.stopped,keyEnd.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,emo_pic\pnegative_high_1300.jpg,3,0.1552196,0,0.4,,,,,0,5,5,9,608.3221755999839,608.3221755999839,608.3221755999839,2.5115740740740744,3.967005099984817,space,10.881806200020947,,,,,604.2892222999362,604.2892163499957,605.3059046999551,,,619.2223116999958,644.2064995999681,644.2065085500246,644.22316579998,649.20661559992,,,,,605.3059046999551,605.4558986999327,608.3221755999839,606.4554764999775,,,,,,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
,,emo_pic\positive_high_8300.jpg,3,0.1552196,0,0.4,,,,,0,6,6,17,653.2395718999906,653.2395718999906,653.2395718999906,2.5115740740740744,4.250213799998164,space,14.876733600045554,,,,,649.20661559992,649.2066087499727,650.2233090000227,,,668.1564823000226,693.1406703999965,693.1406360499561,693.1573385000229,698.1407571999589,,,,,650.2233090000227,650.3733099999372,653.2395718999906,651.3728769000154,,,,,,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
,,emo_pic\pneutral_5500.jpg,1,0.1384903,0,-0.4,,,,,0,7,7,0,700.3070054999553,700.3070054999553,700.3070054999553,0.4398148148148151,5.5169168000575155,space,16.321350099984556,,,,,698.1407571999589,698.1407420499484,699.1574397999793,,,716.6572731999913,741.6414805999957,741.6414719500347,741.6581356999232,746.6415683999658,,,,,699.1574397999793,699.2907701999648,700.1570012000157,700.3070054999553,,,,,,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
,,emo_pic\pnegative_low_2100.jpg,7,0.0561269,0.7,0,,,,,0,8,8,7,754.6748918999219,754.6748918999219,754.6748918999219,5.983796296296296,3.8003029000246897,space,15.345193599932827,,,,,746.6415683999658,746.6415086499649,747.658205499989,,,770.0584935999941,795.0423643999966,795.0423690500204,795.0590265999781,800.0424311999232,,,,,747.658205499989,747.7082536999369,754.6748918999219,748.7082703999477,,,,,,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
,,emo_pic\pnegative_low_6010.jpg,3,0.1552196,0,0.4,,,,,0,9,9,5,804.0753919000272,804.0753919000272,804.0753919000272,2.6041666666666665,4.300260500051081,space,25.817847299971618,,,,,800.0424311999232,800.0424233499682,801.0591451999499,,,829.9424850000069,854.9266905999975,854.9266916499939,854.9433613999281,859.9267701000208,,,,,801.0591451999499,801.2090513999574,804.0753919000272,802.2086920000147,,,,,,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
,,emo_pic\positive_high_5621.jpg,5,0.1152479,-0.7,0,,,,,0,10,10,18,865.9597560999682,865.9597560999682,865.9597560999682,4.965277777777778,3.4335466000484303,space,28.636304400046356,,,,,859.9267701000208,859.9267694500043,860.9434633000055,,,894.6438626999734,919.6277762999525,919.6277689500014,919.644415799994,924.6278774000239,,,,,860.9434633000055,861.0434518000111,865.9597560999682,862.0430129999295,,,,,,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
,,emo_pic\pnegative_low_2520.jpg,5,0.1152479,-0.7,0,,,,,0,11,11,6,930.6608322999673,930.6608322999673,930.6608322999673,4.456018518518518,3.6502509999554604,space,19.007412600098178,,,,,924.6278774000239,924.6278339500307,925.6444787000073,,,949.6946232999908,974.6786987999221,974.6786982500228,974.6953692999668,979.6787592000328,,,,,925.6444787000073,925.7445171999279,930.6608322999673,926.7441162000177,,,,,,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
,,emo_pic\pnegative_high_1201.jpg,5,0.1152479,-0.7,0,,,,,0,12,12,10,985.7117773999926,985.7117773999926,985.7117773999926,4.039351851851852,3.350289799971506,space,16.0048743999796,,,,,979.6787592000328,979.6787919500377,980.6954734999454,,,1001.7620486000087,1026.7462227999931,1026.7462634499418,1026.7629043000052,1031.7463394999504,,,,,980.6954734999454,980.7954809999792,985.7117773999926,981.7950435000239,,,,,,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
,,emo_pic\pnegative_high_6230.jpg,1,0.1384903,0,-0.4,,,,,0,13,13,8,1033.912898599985,1033.912898599985,1033.912898599985,1.0185185185185188,3.366924700094387,space,16.187691100058146,,,,,1031.7463394999504,1031.746354149934,1032.7630429000128,,,1050.1298431999749,1075.1137465999927,1075.1137404499343,1075.130407199962,1080.1138228999916,,,,,1032.7630429000128,1032.8963711999822,1033.7628815999487,1033.912898599985,,,,,,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
,,emo_pic\pneutral_7100.jpg,3,0.1552196,0,0.4,,,,,0,14,14,1,1084.1467723000096,1084.1467723000096,1084.1467723000096,2.9745370370370368,9.683782799984328,space,18.418465499999,,,,,1080.1138228999916,1080.113816849934,1081.1305118999444,,,1102.5970592999365,1127.5812996999593,1127.5812658499228,1127.5979660999728,1132.5813844000222,,,,,1081.1305118999444,1081.2805123999715,1084.1467723000096,1082.2800770000322,,,,,,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
,,emo_pic\positive_high_8370.jpg,7,0.0561269,0.7,0,,,,,0,15,15,19,1140.6143907000078,1140.6143907000078,1140.6143907000078,6.030092592592593,2.85023999994155,space,11.134130300022662,,,,,1132.5813844000222,1132.5813689500094,1133.5980800000252,,,1151.781212599948,1176.7654583000112,1176.765463649924,1176.782127799932,1181.7655489000026,,,,,1133.5980800000252,1133.6480698999949,1140.6143907000078,1134.6476269999985,,,,,,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
,,emo_pic\pneutral_7950.jpg,7,0.0561269,0.7,0,,,,,0,16,16,3,1189.7985376999713,1189.7985376999713,1189.7985376999713,4.942129629629629,3.1002415999537334,space,17.006464900099672,,,,,1181.7655489000026,1181.765536250011,1182.782235999941,,,1206.8321636000182,1231.816378199961,1231.8163847499993,1231.8330481000012,1236.8164720999775,,,,,1182.782235999941,1182.8322270000353,1189.7985376999713,1183.8317903999705,,,,,,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
,,emo_pic\positive_low_2156.jpg,7,0.0561269,0.7,0,,,,,0,17,17,15,1244.8494900999358,1244.8494900999358,1244.8494900999358,3.981481481481482,3.150190099957399,space,10.866936399950646,,,,,1236.8164720999775,1236.8164625500096,1237.8331516999751,,,1255.7329798999708,1280.7171780000208,1280.7172119500349,1280.7338479999453,1285.7173039999325,,,,,1237.8331516999751,1237.8831193000078,1244.8494900999358,1238.8827144999523,,,,,,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
,,emo_pic\pnegative_high_1120.jpg,7,0.0561269,0.7,0,,,,,0,18,18,11,1293.750316199963,1293.750316199963,1293.750316199963,4.976851851851851,2.400306799914688,space,11.086560900090262,,,,,1285.7173039999325,1285.7172999500065,1286.7339918999933,,,1304.8671733000083,1329.8513991999207,1329.8513638499892,1329.868071099976,1334.8514863000019,,,,,1286.7339918999933,1286.783978399937,1293.750316199963,1287.7835451000137,,,,,,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
,,emo_pic\pneutral_7233.jpg,5,0.1152479,-0.7,0,,,,,0,19,19,2,1340.884461699985,1340.884461699985,1340.884461699985,2.997685185185185,3.083593499963172,space,12.19331320002675,,,,,1334.8514863000019,1334.8514403499896,1335.86817469995,,,1353.1180086999666,1378.1017821999267,1378.1018021499506,1378.1184533999767,1383.102315200027,,,,,1335.86817469995,1335.9681585999206,1340.884461699985,1336.9677276000148,,,,,,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383.102315200027,1383.102315200027,1413.1028073999332,1413.1028073999332,None,002,001,2023-05-31_11h02.16.629,time_exp,2022.2.5,60.00960155347109,
