trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,star,starduration,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,textblank1000.stopped,emopic.started,redstar.started,emopic.stopped,redstar.stopped,textreproductionstart.started,scale.started,key_next.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.352021600003354,9.352021600003354,space,0.9182408999768086,,,,,,,,,,,000,001,2023-05-02_15h23.45.851,time_exp,2022.2.5,60.44918581724562,
,,,,,,,,,,,,10.30166540000937,10.302451000004657,11.301631500013173,11.301631500013173,11.43519620000734,12.302283500001067,12.468433000001824,12.468433000001824,12.468433000001824,12.468433000001824,,,,,,,
