trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,posx,starduration,posy,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,emopic.started,redstar.started,emopic.stopped,redstar.stopped,textreproductionstart.started,scale.started,key_next.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,17.836651699995855,17.836651699995855,space,0.6993431999871973,,,,,,,,,,000,001,2023-05-02_16h24.31.255,time_exp,2022.2.5,59.807038570530665,
,,,,,,,,,,,,,18.56974789997912,18.570064419985286,19.586459099984495,19.68639359998633,20.586228500003926,20.719520699989516,20.719520699989516,20.719520699989516,20.719520699989516,,,,,,,
