trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,star,starduration,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,emopic.started,redstar.started,emopic.stopped,redstar.stopped,textreproductionstart.started,scale.started,key_next.started,scale.response,scale.rt,key_next.keys,key_next.rt,textrest.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.784284800000023,9.784284800000023,space,1.31486899999436,,,,,,,,,,,,,,,000,001,2023-05-02_15h21.44.713,time_exp,2022.2.5,59.959802952641034,
,,,,,,,,,,,,11.118813999986742,11.121121559996391,12.150342999986606,12.251230599998962,13.150576199986972,13.300234599999385,13.300234599999385,13.300234599999385,13.300234599999385,9.016203703703704,4.806879600015236,space,7.473327999992762,20.849303099996177,,,,,,,
