trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,starduration,posx,posy,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,emopic.started,redstar.started,emopic.stopped,redstar.stopped,textreproductionstart.started,scale.started,key_next.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,10.91990259999875,10.91990259999875,space,1.3012721999839414,,,,,,,,,,000,001,2023-05-02_16h28.43.373,time_exp,2022.2.5,60.335392379792886,
,,,,,,,,,,,,,12.25337779999245,12.253293019987177,13.255267000000458,13.388891299982788,14.254415599978529,14.436506199999712,14.436506199999712,14.436506199999712,14.436506199999712,,,,,,,
