trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,pos,starduration,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,textblank1000.stopped,emopic.started,redstar.started,redstar.stopped,emopic.stopped,textreproductionstart.started,scale.started,key_next.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.710159099980956,9.710159099980956,space,0.9004292999743484,,,,,,,,,,,000,001,2023-05-02_16h12.27.742,time_exp,2022.2.5,59.70459361085849,
,,,,,,,,,,,,10.643119099986507,10.643027310003527,11.644656699994812,11.644656699994812,11.69579519997933,12.695020399987698,18.692224099999294,18.692224099999294,18.692224099999294,18.692224099999294,,,,,,,
