trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,pos,starduration,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,textblank1000.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.564621700003045,9.564621700003045,space,1.2748318999947514,,,,000,001,2023-05-02_16h16.46.420,time_exp,2022.2.5,59.97839579189069,
,,,,,,,,,,,,10.864549000019906,10.864440400022431,,,,,,,,
