trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,star,starduration,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,textblank1000.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.321177900012117,9.321177900012117,space,1.1444589000020642,,,,000,001,2023-05-02_15h15.39.538,time_exp,2022.2.5,60.0316486815725,
,,,,,,,,,,,,10.48776980000548,10.48788587000745,,,,,,,,
