trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,posx,starduration,posy,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,emopic.started,redstar.started,redstar.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,10.286135100002866,10.286135100002866,space,1.0177619000023697,,,,,,000,001,2023-05-02_16h25.23.737,time_exp,2022.2.5,60.10612336781016,
,,,,,,,,,,,,,11.320241000008537,11.321051119995536,12.355085799994413,12.421300000016345,13.420883200014941,,,,,,,
