trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,star,starduration,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,textblank1000.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.448915000015404,9.448915000015404,space,3.3821485999797005,,,,000,001,2023-05-02_15h17.51.897,time_exp,2022.2.5,59.98469190179348,
,,,,,,,,,,,,12.849124900007155,12.848557809993508,,,,,,,,
