trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,star,starduration,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.897247399989283,8.897247399989283,space,1.88499399999273,000,001,2023-05-02_15h14.35.162,time_exp,2022.2.5,59.965447904114164,
