pink,pra_duration,emo_pic,duration,starduration,posx,posy,pra_trials.thisRepN,pra_trials.thisTrialN,pra_trials.thisN,pra_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textreproductionstart.started,scale.started,key_next.started,scale.response,scale.rt,key_next.keys,key_next.rt,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,textblank1000.stopped,image.started,image.stopped,textrest.started,textready.started,sound_2.started,textrest.stopped,textready.stopped,start_2.started,start_3.started,start_3.keys,start_3.rt,emopic.started,redstar.started,redstar.stopped,emopic.stopped,textEndMessage.started,keyEnd.started,participant,session,date,expName,psychopyVersion,frameRate,
,,emo_pic\pnegative_high_1120.jpg,7,0.0561269,0.7,0,,,,,0,4,4,11,480.93406890006736,480.93406890006736,480.93406890006736,4.976851851851851,8.983802899951115,space,22.354086600011215,,,,,472.9009779000189,472.9009948100196,473.9176821000874,,,503.3177250000881,528.30192420003,528.3018910099985,528.3185752000427,533.30201330001,,,,,473.9176821000874,473.9677146000322,474.96727380005177,480.93406890006736,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,emo_pic\pnegative_low_9331.jpg,1,0.1384903,0,-0.4,,,,,0,5,5,4,535.4685360000003,535.4685360000003,535.4685360000003,1.0069444444444446,4.766912400024012,space,18.266629499965347,,,,,533.30201330001,533.3019927100744,534.3186762999976,,,553.7521640000632,578.7360462000361,578.7360500100534,578.7527690000134,583.7361244000494,,,,,534.3186762999976,534.4520216000965,535.4685360000003,535.3185438000364,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,emo_pic\pnegative_high_1201.jpg,5,0.1152479,-0.7,0,,,,,0,6,6,10,589.7691026000539,589.7691026000539,589.7691026000539,5.000000000000001,12.983753900043666,space,26.591314600082114,,,,,583.7361244000494,583.736132310098,584.75281179999,,,616.3863654000452,641.3703810001025,641.37037301003,641.3869775000494,646.3704509000527,,,,,584.75281179999,584.8528098000679,585.8523706000997,589.7691026000539,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,emo_pic\pnegative_high_1300.jpg,3,0.1552196,0,0.4,,,,,0,7,7,9,650.403397200047,650.403397200047,650.403397200047,2.9745370370370368,3.6337830000557005,space,11.076587600051425,,,,,646.3704509000527,646.3704557100776,647.387067600037,,,661.5035682000453,686.4877474000677,686.4877487100661,686.5044179999968,691.4877969000954,,,,,647.387067600037,647.5371033000993,648.5367010000627,650.403397200047,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,emo_pic\pnegative_high_6230.jpg,1,0.1384903,0,-0.4,,,,,0,8,8,8,693.6543773000594,693.6543773000594,693.6543773000594,0.9953703703703707,4.566928899963386,space,11.137699300074019,,,,,691.4877969000954,691.487831509998,692.504516200046,,,704.8378622001037,729.8216164000332,729.8216098100878,729.8382783000125,734.8218472000444,,,,,692.504516200046,692.6378515000688,693.6543773000594,693.5043693000916,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,emo_pic\pnegative_low_6010.jpg,3,0.1552196,0,0.4,,,,,0,9,9,5,738.8547912000213,738.8547912000213,738.8547912000213,2.0023148148148144,3.1002105999505147,space,8.705042099929415,,,,,734.8218472000444,734.8218504100572,735.8385318000801,,,747.5882764999988,772.5719918000977,772.5719917100854,772.588674300001,777.5720715000061,,,,,735.8385318000801,735.9885319001041,736.9880982000614,738.8547912000213,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,emo_pic\pneutral_5500.jpg,1,0.1384903,0,-0.4,,,,,0,10,10,0,779.7389009000035,779.7389009000035,779.7389009000035,0.9837962962962965,4.467119200038724,space,22.86074060003739,,,,,777.5720715000061,777.5720706101041,778.572062100051,,,802.639604200027,827.6233127000742,827.6233101100428,827.639975600061,832.623393200105,,,,,778.572062100051,778.7220910000615,779.7389009000035,779.5722279000329,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,emo_pic\positive_low_2156.jpg,7,0.0561269,0.7,0,,,,,0,11,11,15,840.6563984000823,840.6563984000823,840.6563984000823,5.983796296296296,3.2003099999856204,space,11.256073900032789,,,,,832.623393200105,832.6233807099983,833.6400820000563,,,851.9398714000126,876.9236361000221,876.9236247100401,876.9403029000387,881.9237200000789,,,,,833.6400820000563,833.6904711000388,834.6896045000758,840.6563984000823,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,emo_pic\positive_low_7340.jpg,1,0.1384903,0,-0.4,,,,,0,12,12,12,884.0904450000962,884.0904450000962,884.0904450000962,0.7407407407407407,13.133964200038463,space,23.56493250001222,,,,,881.9237200000789,881.9237137100193,882.9237415000098,,,907.6745353000006,932.6582717000274,932.6583012100076,932.6749645000091,937.6583485000301,,,,,882.9237415000098,883.0737305000657,884.0904450000962,883.9237679000944,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,emo_pic\pnegative_low_2520.jpg,5,0.1152479,-0.7,0,,,,,0,13,13,6,943.6914890001062,943.6914890001062,943.6914890001062,2.997685185185185,15.300789200002328,space,27.741869500023313,,,,,937.6583485000301,937.6583468100056,938.6750661000842,,,971.4755586000392,996.459300699993,996.4592988100834,996.475969000021,1001.4593767999904,,,,,938.6750661000842,938.7750322000356,939.774627200095,943.6914890001062,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,emo_pic\pneutral_7950.jpg,7,0.0561269,0.7,0,,,,,0,14,14,3,1009.4923922000453,1009.4923922000453,1009.4923922000453,5.023148148148148,3.7669800999574363,space,21.411909900023602,,,,,1001.4593767999904,1001.4593824100215,1002.4760636000428,,,1030.9260245000478,1055.909909500042,1055.9099179100945,1055.926581100095,1060.9103143000975,,,,,1002.4760636000428,1002.5260673000012,1003.5256261000177,1009.4923922000453,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,emo_pic\pneutral_7100.jpg,3,0.1552196,0,0.4,,,,,0,15,15,1,1064.9432553000515,1064.9432553000515,1064.9432553000515,2.013888888888889,4.500241200090386,space,7.177167700021528,,,,,1060.9103143000975,1060.910309310048,1061.9269658999983,,,1072.143368900055,1097.1271005000453,1097.1270934100962,1097.1437875000993,1102.127174800029,,,,,1061.9269658999983,1062.0770045000827,1063.076536700013,1064.9432553000515,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,emo_pic\positive_high_8300.jpg,3,0.1552196,0,0.4,,,,,0,16,16,17,1106.1439099001,1106.1439099001,1106.1439099001,2.013888888888889,4.067038199980743,space,21.383690800052136,,,,,1102.127174800029,1102.1271747100168,1103.1271984000923,,,1127.5613626000704,1152.5450794000644,1152.5450868101093,1152.5617533000186,1157.5451662000269,,,,,1103.1271984000923,1103.2938580000773,1104.293876400101,1106.1439099001,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,emo_pic\positive_high_5621.jpg,5,0.1152479,-0.7,0,,,,,0,17,17,18,1163.5782636000076,1163.5782636000076,1163.5782636000076,4.004629629629629,5.100633699912578,space,9.19821119995322,,,,,1157.5451662000269,1157.5451669100207,1158.5618487000465,,,1172.7954020000761,1197.7791273000184,1197.7791279100115,1197.7957919000182,1202.7792051000288,,,,,1158.5618487000465,1158.6618443001062,1159.6614077000413,1163.5782636000076,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,emo_pic\positive_high_8492.jpg,1,0.1384903,0,-0.4,,,,,0,18,18,16,1204.9454523000168,1204.9454523000168,1204.9454523000168,0.9953703703703707,6.0171856000088155,space,12.550826699938625,,,,,1202.7792051000288,1202.7792068100302,1203.8125537000597,,,1217.5294375000522,1242.5131215000292,1242.5131233100315,1242.5298335000407,1247.5132420000155,,,,,1203.8125537000597,1203.9292269001016,1204.9454523000168,1204.8121175999986,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,emo_pic\positive_low_2314.jpg,5,0.1152479,-0.7,0,,,,,0,19,19,14,1253.5628921000753,1253.5628921000753,1253.5628921000753,2.9745370370370368,5.950569799984805,space,8.653599200071767,,,,,1247.5132420000155,1247.5132421100047,1248.5466089000693,,,1262.2463441001019,1287.2305362999905,1287.2305053100922,1287.2471940000542,1292.230612100102,,,,,1248.5466089000693,1248.6299174000742,1249.6294925000984,1253.5628921000753,,,008,001,2023-06-01_16h11.32.527,time_exp,2022.2.5,60.0137071372718,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292.230612100102,1292.230612100102,,,,,,,
